"COU","Country","GFT_CAT","Category","CONTRIB","Contribution","UNIT","Measure","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2002","2002","USD","US Dollar","0","Units",,,52100694.829,,
"CAN","Canada","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2003","2003","USD","US Dollar","0","Units",,,33991311.77,,
"CAN","Canada","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,45653886.1,,
"CAN","Canada","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,34090747.93,,
"CAN","Canada","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,163364.255,,
"CAN","Canada","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,12541226.199,,
"CAN","Canada","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,11186766.006,,
"CAN","Canada","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,3716209.222,,
"CAN","Canada","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,992713.85,,
"POL","Poland","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,52959182.214,,
"POL","Poland","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,13499451.723,,
"ESP","Spain","M_CRT_L","Subsidized loans for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,131208812.98,,
"ESP","Spain","M_CRT_L","Subsidized loans for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,106953670.75,,
"EST","Estonia","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,1534619.386,,
"EST","Estonia","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,699778.505,,
"EST","Estonia","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,1800879.83,,
"EST","Estonia","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,16563352.3,,
"EST","Estonia","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,11408190.113,,
"EST","Estonia","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,4463114.688,,
"EST","Estonia","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2871275.064,,
"EST","Estonia","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,7906652.5,,
"EST","Estonia","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,3109874.667,,
"ISL","Iceland","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,7868521.606,,
"ISL","Iceland","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,10269253.095,,
"ISL","Iceland","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,6590976.604,,
"ISL","Iceland","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,6129471.38,,
"ISL","Iceland","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,7288808.178,,
"ISL","Iceland","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,8762862.61,,
"ISL","Iceland","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,8791700.635,,
"FIN","Finland","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,1538165.781,,
"FIN","Finland","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,2263937.262,,
"FIN","Finland","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1719157.861,,
"FIN","Finland","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,5252215.838,,
"FIN","Finland","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4760546.71,,
"GBR","United Kingdom","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,11946098.859,,
"GBR","United Kingdom","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,3844963.413,,
"GBR","United Kingdom","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,18703004.817,,
"GBR","United Kingdom","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,14504310.398,,
"GBR","United Kingdom","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,8340645.975,,
"GBR","United Kingdom","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,10949928.842,,
"CHL","Chile","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,120339.292,,
"CHL","Chile","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,631677.175,,
"NLD","Netherlands","MP_GS_A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,568115.372,,
"NLD","Netherlands","MP_GS_A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,606740.812,,
"ISL","Iceland","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,1330495.472,,
"ISL","Iceland","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,1061260.198,,
"ISL","Iceland","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,829553.952,,
"ISL","Iceland","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,816723.759,,
"ISL","Iceland","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,196331.533,,
"ISL","Iceland","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,189560.45,,
"ISL","Iceland","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,175834.013,,
"GBR","United Kingdom","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2002","2002","USD","US Dollar","0","Units",,,35406605.995,,
"GBR","United Kingdom","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2003","2003","USD","US Dollar","0","Units",,,39524474.796,,
"GBR","United Kingdom","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,45808756.593,,
"GBR","United Kingdom","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,47627443.645,,
"GBR","United Kingdom","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,66459680.794,,
"NOR","Norway","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,45024142.838,,
"NOR","Norway","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,49002692.664,,
"NOR","Norway","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,67475959.789,,
"NOR","Norway","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,67540417.065,,
"NOR","Norway","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,64635969.485,,
"NOR","Norway","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,63618702.696,,
"NOR","Norway","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,67053429.751,,
"NOR","Norway","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,59325602.484,,
"NOR","Norway","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,74671176.006,,
"POL","Poland","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,331069.111,,
"POL","Poland","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,2735812.71,,
"POL","Poland","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,8065071.393,,
"MEX","Mexico","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,38725647.23,,
"EST","Estonia","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,159608.941,,
"EST","Estonia","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,98668.635,,
"EST","Estonia","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,32630.959,,
"DNK","Denmark","MP_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,6496391.855,,
"DNK","Denmark","MP_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,7689027.075,,
"DNK","Denmark","MP_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,9012891.84,,
"DNK","Denmark","MP_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,8723903.796,,
"DNK","Denmark","MP_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,4948668.831,,
"DNK","Denmark","MP_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,2353614.159,,
"DNK","Denmark","MP_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,7058470.055,,
"DNK","Denmark","MP_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3320263.155,,
"DNK","Denmark","MP_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2482097.409,,
"DNK","Denmark","MP_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,2972181.815,,
"DNK","Denmark","MP_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,5401419.713,,
"USA","United States","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,1152321000,,
"USA","United States","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,1417013000,,
"USA","United States","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,1865906800,,
"USA","United States","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,2048855900,,
"USA","United States","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,2149872125,,
"USA","United States","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,1677251155,,
"USA","United States","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1947436563,,
"USA","United States","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,2502210652,,
"HUN","Hungary","A_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,260665.944,,
"HUN","Hungary","A_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,267741.646,,
"HUN","Hungary","A_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,347442.295,,
"HUN","Hungary","A_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,458220.08,,
"POL","Poland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,385277.645,,
"POL","Poland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,3541513.356,,
"POL","Poland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,13031599.006,,
"POL","Poland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,292743.584,,
"POL","Poland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,63870159.398,,
"POL","Poland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,55259296.458,,
"FIN","Finland","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,451766.05,,
"FIN","Finland","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,363989.783,,
"FIN","Finland","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,0,,
"FIN","Finland","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,0,,
"TWN","Chinese Taipei","M_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,7929202.081,,
"TWN","Chinese Taipei","M_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,5636794.336,,
"ESP","Spain","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,131208812.98,,
"ESP","Spain","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,106953670.75,,
"ESP","Spain","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,86449404.119,,
"ESP","Spain","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,61033387.308,,
"ESP","Spain","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,33595896.651,,
"ESP","Spain","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,86306729.375,,
"ESP","Spain","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,83435093.83,,
"ESP","Spain","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,87735915.007,,
"USA","United States","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,4800000,,
"USA","United States","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,9200000,,
"USA","United States","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,65622800,,
"USA","United States","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,56634900,,
"USA","United States","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,60303300,,
"USA","United States","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,15210403,,
"USA","United States","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,19798000,,
"USA","United States","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,13079000,,
"CZE","Czech Republic","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,759273.286,,
"CZE","Czech Republic","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,733805.813,,
"HUN","Hungary","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,282174.673,,
"HUN","Hungary","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,435742.448,,
"HUN","Hungary","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,463863.667,,
"HUN","Hungary","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,604571.03,,
"HUN","Hungary","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,7375527.003,,
"HUN","Hungary","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,7457726.441,,
"HUN","Hungary","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,14985359.954,,
"NOR","Norway","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,779449.879,,
"NOR","Norway","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,853467.547,,
"NOR","Norway","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,1991919.399,,
"EST","Estonia","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,207463.062,,
"EST","Estonia","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,121016.866,,
"EST","Estonia","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,2678.129,,
"EST","Estonia","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,21794.344,,
"EST","Estonia","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1507.5,,
"EST","Estonia","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,47201.333,,
"SWE","Sweden","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,20510901.838,,
"SWE","Sweden","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,18272297.354,,
"SWE","Sweden","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,20544512.358,,
"SWE","Sweden","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,24413818.816,,
"SWE","Sweden","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,25639276.619,,
"SWE","Sweden","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,24784371.779,,
"SWE","Sweden","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,24320828.352,,
"SWE","Sweden","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,27683175.483,,
"SWE","Sweden","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,25392531.245,,
"SWE","Sweden","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,21890488.254,,
"DNK","Denmark","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,1252596.768,,
"DNK","Denmark","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,483648.302,,
"DNK","Denmark","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,1425344.507,,
"DNK","Denmark","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,970678.384,,
"DNK","Denmark","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,799576.857,,
"DNK","Denmark","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,1625923.084,,
"DNK","Denmark","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1707651.333,,
"EST","Estonia","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,435086.242,,
"EST","Estonia","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,728.283,,
"EST","Estonia","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,521817.79,,
"EST","Estonia","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,438284.679,,
"EST","Estonia","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,379381.588,,
"EST","Estonia","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,364313.84,,
"JPN","Japan","MP_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,101713.496,,
"PRT","Portugal","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,544183.641,,
"PRT","Portugal","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,2283302.352,,
"PRT","Portugal","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,4289853.395,,
"PRT","Portugal","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,7581823.855,,
"PRT","Portugal","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,5566751.928,,
"PRT","Portugal","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,4070816.733,,
