"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,54586060.682,,
"DNK","Denmark","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,66741.088,,
"DNK","Denmark","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,5647354.464,,
"DNK","Denmark","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,2272454.214,,
"DNK","Denmark","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,843046.117,,
"DNK","Denmark","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,9025232.997,,
"DNK","Denmark","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,1160265.16,,
"DNK","Denmark","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,1226139.555,,
"DNK","Denmark","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,66741.088,,
"DNK","Denmark","IFINP","Transfers based on input use","USD","US dollar","2008","2008",,,"0","Units",,,5647354.464,,
"DNK","Denmark","IFINP","Transfers based on input use","USD","US dollar","2009","2009",,,"0","Units",,,2272454.214,,
"DNK","Denmark","IFINP","Transfers based on input use","USD","US dollar","2010","2010",,,"0","Units",,,818249.597,,
"DNK","Denmark","IFINP","Transfers based on input use","USD","US dollar","2011","2011",,,"0","Units",,,7267296.511,,
"DNK","Denmark","IFINP","Transfers based on input use","USD","US dollar","2012","2012",,,"0","Units",,,1160265.16,,
"DNK","Denmark","IFINP","Transfers based on input use","USD","US dollar","2013","2013",,,"0","Units",,,1226139.555,,
"DNK","Denmark","IFINP","Transfers based on input use","USD","US dollar","2014","2014",,,"0","Units",,,66741.088,,
"DNK","Denmark","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2008","2008",,,"0","Units",,,5647354.464,,
"DNK","Denmark","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2009","2009",,,"0","Units",,,2272454.214,,
"DNK","Denmark","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2010","2010",,,"0","Units",,,818249.597,,
"DNK","Denmark","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2011","2011",,,"0","Units",,,7267296.511,,
"DNK","Denmark","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2012","2012",,,"0","Units",,,1160265.16,,
"DNK","Denmark","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2013","2013",,,"0","Units",,,1226139.555,,
"DNK","Denmark","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2014","2014",,,"0","Units",,,66741.088,,
"DNK","Denmark","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2008","2008",,,"0","Units",,,73132.747,,
"DNK","Denmark","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2009","2009",,,"0","Units",,,247614.614,,
"DNK","Denmark","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2010","2010",,,"0","Units",,,177880.347,,
"DNK","Denmark","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2012","2012",,,"0","Units",,,143136.106,,
"DNK","Denmark","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2013","2013",,,"0","Units",,,143603.662,,
"DNK","Denmark","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2014","2014",,,"0","Units",,,66741.088,,
"DNK","Denmark","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2008","2008",,,"0","Units",,,5574221.717,,
"DNK","Denmark","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2009","2009",,,"0","Units",,,2024839.6,,
"DNK","Denmark","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2010","2010",,,"0","Units",,,640369.25,,
"DNK","Denmark","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2011","2011",,,"0","Units",,,7267296.511,,
"DNK","Denmark","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2012","2012",,,"0","Units",,,1017129.054,,
"DNK","Denmark","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2013","2013",,,"0","Units",,,1082535.894,,
"DNK","Denmark","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2010","2010",,,"0","Units",,,24796.52,,
"DNK","Denmark","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2011","2011",,,"0","Units",,,1757936.486,,
"DNK","Denmark","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2008","2008",,,"0","Units",,,23671554.232,,
"DNK","Denmark","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2009","2009",,,"0","Units",,,16867505.945,,
"DNK","Denmark","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2010","2010",,,"0","Units",,,19549050.152,,
"DNK","Denmark","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2011","2011",,,"0","Units",,,21560872.024,,
"DNK","Denmark","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2012","2012",,,"0","Units",,,30023782.402,,
"DNK","Denmark","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2013","2013",,,"0","Units",,,26177725.008,,
"DNK","Denmark","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2008","2008",,,"0","Units",,,14846133.775,,
"DNK","Denmark","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2009","2009",,,"0","Units",,,7061439.067,,
"DNK","Denmark","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2010","2010",,,"0","Units",,,7097425.851,,
"DNK","Denmark","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2011","2011",,,"0","Units",,,10451945.871,,
"DNK","Denmark","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2012","2012",,,"0","Units",,,7446364.462,,
"DNK","Denmark","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2013","2013",,,"0","Units",,,8916618.683,,
"DNK","Denmark","FCRC","COST RECOVERY CHARGES","USD","US dollar","2011","2011",,,"0","Units",,,-1008040.77,,
"DNK","Denmark","FCRC","COST RECOVERY CHARGES","USD","US dollar","2012","2012",,,"0","Units",,,-967194.199,,
"DNK","Denmark","FCRC","COST RECOVERY CHARGES","USD","US dollar","2013","2013",,,"0","Units",,,-979039.01,,
"DNK","Denmark","FCRMG","Cost Recovery Charges, for management, research and enforcement","USD","US dollar","2011","2011",,,"0","Units",,,-1008040.77,,
"DNK","Denmark","FCRMG","Cost Recovery Charges, for management, research and enforcement","USD","US dollar","2012","2012",,,"0","Units",,,-967194.199,,
"DNK","Denmark","FCRMG","Cost Recovery Charges, for management, research and enforcement","USD","US dollar","2013","2013",,,"0","Units",,,-979039.01,,
"DNK","Denmark","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2008","2008",,,"0","Units",,,67985139.922,,
"DNK","Denmark","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2009","2009",,,"0","Units",,,46271900.075,,
"DNK","Denmark","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2010","2010",,,"0","Units",,,46165879.43,,
"DNK","Denmark","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2011","2011",,,"0","Units",,,54544022.705,,
"DNK","Denmark","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2012","2012",,,"0","Units",,,55628378.786,,
"DNK","Denmark","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2013","2013",,,"0","Units",,,54338960.136,,
"DNK","Denmark","GSINF","Provision of infrastructure","USD","US dollar","2008","2008",,,"0","Units",,,12886835.701,,
"DNK","Denmark","GSINF","Provision of infrastructure","USD","US dollar","2009","2009",,,"0","Units",,,2043246.266,,
"DNK","Denmark","GSINF","Provision of infrastructure","USD","US dollar","2010","2010",,,"0","Units",,,2152352.201,,
"DNK","Denmark","GSINF","Provision of infrastructure","USD","US dollar","2011","2011",,,"0","Units",,,2291737.195,,
"DNK","Denmark","GSINF","Provision of infrastructure","USD","US dollar","2012","2012",,,"0","Units",,,3287811.566,,
"DNK","Denmark","GSINF","Provision of infrastructure","USD","US dollar","2013","2013",,,"0","Units",,,5005031.655,,
"DNK","Denmark","GSINF_CAP","Capital expenditures","USD","US dollar","2008","2008",,,"0","Units",,,12886835.701,,
"DNK","Denmark","GSINF_CAP","Capital expenditures","USD","US dollar","2009","2009",,,"0","Units",,,2043246.266,,
"DNK","Denmark","GSINF_CAP","Capital expenditures","USD","US dollar","2010","2010",,,"0","Units",,,2152352.201,,
"DNK","Denmark","GSINF_CAP","Capital expenditures","USD","US dollar","2011","2011",,,"0","Units",,,2291737.195,,
"DNK","Denmark","GSINF_CAP","Capital expenditures","USD","US dollar","2012","2012",,,"0","Units",,,3287811.566,,
"DNK","Denmark","GSINF_CAP","Capital expenditures","USD","US dollar","2013","2013",,,"0","Units",,,5005031.655,,
"DNK","Denmark","GSCOM","Support to fishing communities","USD","US dollar","2008","2008",,,"0","Units",,,89368.06,,
"DNK","Denmark","GSCOM","Support to fishing communities","USD","US dollar","2009","2009",,,"0","Units",,,275388.569,,
"DNK","Denmark","GSCOM","Support to fishing communities","USD","US dollar","2010","2010",,,"0","Units",,,1055423.393,,
"DNK","Denmark","GSCOM","Support to fishing communities","USD","US dollar","2011","2011",,,"0","Units",,,1280287.216,,
"DNK","Denmark","GSCOM","Support to fishing communities","USD","US dollar","2012","2012",,,"0","Units",,,1113261.812,,
"DNK","Denmark","GSCOM","Support to fishing communities","USD","US dollar","2013","2013",,,"0","Units",,,618580.674,,
"DNK","Denmark","GSMNG","Management of resources","USD","US dollar","2008","2008",,,"0","Units",,,40162802.386,,
"DNK","Denmark","GSMNG","Management of resources","USD","US dollar","2009","2009",,,"0","Units",,,36891826.173,,
"DNK","Denmark","GSMNG","Management of resources","USD","US dollar","2010","2010",,,"0","Units",,,35860677.985,,
"DNK","Denmark","GSMNG","Management of resources","USD","US dollar","2011","2011",,,"0","Units",,,40520052.423,,
"DNK","Denmark","GSMNG","Management of resources","USD","US dollar","2012","2012",,,"0","Units",,,43780940.945,,
"DNK","Denmark","GSMNG","Management of resources","USD","US dollar","2013","2013",,,"0","Units",,,39798729.124,,
"DNK","Denmark","GSMNG_EXP","Management expenditures ","USD","US dollar","2008","2008",,,"0","Units",,,16491248.154,,
"DNK","Denmark","GSMNG_EXP","Management expenditures ","USD","US dollar","2009","2009",,,"0","Units",,,19633343.744,,
"DNK","Denmark","GSMNG_EXP","Management expenditures ","USD","US dollar","2010","2010",,,"0","Units",,,15208769.681,,
"DNK","Denmark","GSMNG_EXP","Management expenditures ","USD","US dollar","2011","2011",,,"0","Units",,,15643299.356,,
"DNK","Denmark","GSMNG_EXP","Management expenditures ","USD","US dollar","2012","2012",,,"0","Units",,,11633497.494,,
"DNK","Denmark","GSMNG_EXP","Management expenditures ","USD","US dollar","2013","2013",,,"0","Units",,,12145107.437,,
"DNK","Denmark","GSMNG_STK","Stock enhancement programs","USD","US dollar","2009","2009",,,"0","Units",,,390976.484,,
"DNK","Denmark","GSMNG_STK","Stock enhancement programs","USD","US dollar","2010","2010",,,"0","Units",,,1102858.152,,
"DNK","Denmark","GSMNG_STK","Stock enhancement programs","USD","US dollar","2011","2011",,,"0","Units",,,3315881.043,,
"DNK","Denmark","GSMNG_STK","Stock enhancement programs","USD","US dollar","2012","2012",,,"0","Units",,,2123661.049,,
"DNK","Denmark","GSMNG_STK","Stock enhancement programs","USD","US dollar","2013","2013",,,"0","Units",,,1475896.679,,
"FRA","France","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2008","2008",,,"0","Units",,,49677208.447,,
"FRA","France","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2009","2009",,,"0","Units",,,90873984.643,,
"FRA","France","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2010","2010",,,"0","Units",,,136898565.461,,
"FRA","France","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2011","2011",,,"0","Units",,,46533425.634,,
"FRA","France","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2012","2012",,,"0","Units",,,66633554.96,,
"FRA","France","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2013","2013",,,"0","Units",,,85108616.193,,
"FRA","France","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,49677208.447,,
"FRA","France","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,90873984.643,,
"FRA","France","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,136898565.461,,
"FRA","France","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,46533425.634,,
"FRA","France","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,66633554.96,,
"FRA","France","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,85108616.193,,
"FRA","France","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,32256476.25,,
"FRA","France","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,69801583.051,,
"FRA","France","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,101848174.311,,
"FRA","France","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,18086393.177,,
"FRA","France","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,35796319.872,,
"FRA","France","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,36470452.625,,
"FRA","France","IFINP","Transfers based on input use","USD","US dollar","2009","2009",,,"0","Units",,,3606505.95,,
"FRA","France","IFINP","Transfers based on input use","USD","US dollar","2010","2010",,,"0","Units",,,11858791.796,,
"FRA","France","IFINP","Transfers based on input use","USD","US dollar","2011","2011",,,"0","Units",,,6278759.081,,
"FRA","France","IFINP","Transfers based on input use","USD","US dollar","2012","2012",,,"0","Units",,,18085325.377,,
"FRA","France","IFINP","Transfers based on input use","USD","US dollar","2013","2013",,,"0","Units",,,8254836.533,,
"FRA","France","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2009","2009",,,"0","Units",,,3606505.95,,
"FRA","France","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2010","2010",,,"0","Units",,,11858791.796,,
"FRA","France","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2011","2011",,,"0","Units",,,6278759.081,,
"FRA","France","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2012","2012",,,"0","Units",,,18085325.377,,
"FRA","France","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2013","2013",,,"0","Units",,,8254836.533,,
"FRA","France","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2009","2009",,,"0","Units",,,1950667.802,,
"FRA","France","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2010","2010",,,"0","Units",,,961608.215,,
"FRA","France","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2011","2011",,,"0","Units",,,653993.513,,
"FRA","France","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2012","2012",,,"0","Units",,,697493.147,,
"FRA","France","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2013","2013",,,"0","Units",,,781155.807,,
"FRA","France","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2009","2009",,,"0","Units",,,1655838.148,,
"FRA","France","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2010","2010",,,"0","Units",,,10897183.581,,
"FRA","France","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2011","2011",,,"0","Units",,,5624765.568,,
"FRA","France","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2012","2012",,,"0","Units",,,17387832.23,,
"FRA","France","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2013","2013",,,"0","Units",,,7473680.726,,
"FRA","France","IFINC","Transfers based on fishers income ","USD","US dollar","2008","2008",,,"0","Units",,,9915499.546,,
"FRA","France","IFINC","Transfers based on fishers income ","USD","US dollar","2009","2009",,,"0","Units",,,11448064.465,,
"FRA","France","IFINC","Transfers based on fishers income ","USD","US dollar","2010","2010",,,"0","Units",,,5421703.281,,
"FRA","France","IFINC","Transfers based on fishers income ","USD","US dollar","2011","2011",,,"0","Units",,,337985.971,,
"FRA","France","IFINC","Transfers based on fishers income ","USD","US dollar","2012","2012",,,"0","Units",,,206096.607,,
"FRA","France","IFINC","Transfers based on fishers income ","USD","US dollar","2013","2013",,,"0","Units",,,17097465.083,,
"FRA","France","IFINC_INS","Income support","USD","US dollar","2008","2008",,,"0","Units",,,9915499.546,,
"FRA","France","IFINC_INS","Income support","USD","US dollar","2009","2009",,,"0","Units",,,11448064.465,,
"FRA","France","IFINC_INS","Income support","USD","US dollar","2010","2010",,,"0","Units",,,5421703.281,,
"FRA","France","IFINC_INS","Income support","USD","US dollar","2011","2011",,,"0","Units",,,337985.971,,
"FRA","France","IFINC_INS","Income support","USD","US dollar","2012","2012",,,"0","Units",,,206096.607,,
"FRA","France","IFINC_INS","Income support","USD","US dollar","2013","2013",,,"0","Units",,,17097465.083,,
"FRA","France","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2008","2008",,,"0","Units",,,22340976.704,,
"FRA","France","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2009","2009",,,"0","Units",,,54747012.636,,
"FRA","France","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2010","2010",,,"0","Units",,,84567679.234,,
"FRA","France","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2011","2011",,,"0","Units",,,11469648.125,,
"FRA","France","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2012","2012",,,"0","Units",,,17504897.889,,
